date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:26:34	44668/44668	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/img/referimage.jpg	C:/WebSites/coinTrana/cointrana.com/img/referimage.jpg	(from https://cointrana.com/)
06:26:39	217139/217139	---MCZ	200	added ('OK')	application/javascript	etag:W/%222148157743bac1a02da31dc7101b4630%22	https://widgets.coingecko.com/coingecko-coin-converter-widget.js	C:/WebSites/coinTrana/widgets.coingecko.com/coingecko-coin-converter-widget.js	(from https://cointrana.com/)
06:26:43	25406/25406	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/team/t3.jpg	C:/WebSites/coinTrana/cointrana.com/img/team/t3.jpg	(from https://cointrana.com/)
06:28:47	35210/35210	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/team/t7.jpg	C:/WebSites/coinTrana/cointrana.com/img/team/t7.jpg	(from https://cointrana.com/)
06:28:59	35835/35835	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/team/t6.jpg	C:/WebSites/coinTrana/cointrana.com/img/team/t6.jpg	(from https://cointrana.com/)
06:29:02	34164/34164	---M--	200	added ('OK')	text/javascript	etag:%223fac521fbce5c6bdd7aa5075d898a05b%22	https://s3.tradingview.com/tv.js	C:/WebSites/coinTrana/s3.tradingview.com/tv.js	(from https://cointrana.com/)
06:29:03	687/687	---M--	200	added ('OK')	application/javascript	date:Wed,%2004%20Nov%202020%2012:05:41%20GMT	https://widgets.fxempire.com/widget.js	C:/WebSites/coinTrana/widgets.fxempire.com/widget.js	(from https://cointrana.com/)
06:30:00	60/60	---M-Z	404	error ('Not%20Found')	text/plain	etag:W/%223c-A1WtcXtTnf2uvNgafoanP6OPdjI%22	https://cdn.jsdelivr.net/gh/coinponent/coinponent@undefined/dist/coinponent.js	C:/WebSites/coinTrana/cdn.jsdelivr.net/gh/coinponent/coinponent@undefined/dist/coinponent.22.delayed	(from https://cointrana.com/)
06:31:14	40401/40401	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/js/owl.carousel.min.js	C:/WebSites/coinTrana/cointrana.com/js/owl.carousel.min.js	(from https://cointrana.com/)
06:31:21	37107/37107	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/js/bootstrap.min.js	C:/WebSites/coinTrana/cointrana.com/js/bootstrap.min.js	(from https://cointrana.com/)
06:31:29	12636/12636	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/js/jquery.stellar.min.js	C:/WebSites/coinTrana/cointrana.com/js/jquery.stellar.min.js	(from https://cointrana.com/)
06:31:33	20222/20222	---M--	200	added ('OK')	application/javascript	date:Sat,%2009%20Jan%202021%2016:47:16%20GMT	https://cointrana.com/js/magnific.min.js	C:/WebSites/coinTrana/cointrana.com/js/magnific.min.js	(from https://cointrana.com/)
06:31:39	8415/8415	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/js/wow.min.js	C:/WebSites/coinTrana/cointrana.com/js/wow.min.js	(from https://cointrana.com/)
06:31:45	11467/11467	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/js/jquery.meanmenu.js	C:/WebSites/coinTrana/cointrana.com/js/jquery.meanmenu.js	(from https://cointrana.com/)
06:31:51	6055/6055	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/js/form-validator.min.js	C:/WebSites/coinTrana/cointrana.com/js/form-validator.min.js	(from https://cointrana.com/)
06:31:56	2803/2803	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/js/plugins.js	C:/WebSites/coinTrana/cointrana.com/js/plugins.js	(from https://cointrana.com/)
06:32:08	4019/4019	---M--	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/js/main.js	C:/WebSites/coinTrana/cointrana.com/js/main.js	(from https://cointrana.com/)
06:32:14	315/315	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/css/owl.video.play.html	C:/WebSites/coinTrana/cointrana.com/css/owl.video.play.html	(from https://cointrana.com/css/owl.carousel.css)
06:32:52	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/fontawesome-webfont3295.eot?v=4.5.0	C:/WebSites/coinTrana/cointrana.com/fonts/fontawesome-webfont32953295.eot	(from https://cointrana.com/css/font-awesome.min.css)
06:32:55	77160/77160	---M--	200	added ('OK')	font/woff2	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/fontawesome-webfont3295.woff2?v=4.5.0	C:/WebSites/coinTrana/cointrana.com/fonts/fontawesome-webfont32953295.woff2	(from https://cointrana.com/css/font-awesome.min.css)
06:33:20	110/110	---M--	408	error ('Request%20Time-out')	text/html		https://cointrana.com/fonts/fontawesome-webfont3295.ttf?v=4.5.0	C:/WebSites/coinTrana/cointrana.com/fonts/fontawesome-webfont3295.323295.delayed	(from https://cointrana.com/css/font-awesome.min.css)
06:34:45	110/110	---M--	408	error ('Request%20Time-out')	text/html		https://cointrana.com/fonts/fontawesome-webfont3295.svg?v=4.5.0	C:/WebSites/coinTrana/cointrana.com/fonts/fontawesome-webfont3295.333295.delayed	(from https://cointrana.com/css/font-awesome.min.css)
06:35:48	56108/56108	---M--	200	added ('OK')	font/woff	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/themify.woff	C:/WebSites/coinTrana/cointrana.com/fonts/themify.woff	(from https://cointrana.com/css/themify-icons.css)
06:36:01	78584/78584	---M--	200	added ('OK')	font/ttf	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/themify.ttf	C:/WebSites/coinTrana/cointrana.com/fonts/themify.ttf	(from https://cointrana.com/css/themify-icons.css)
06:36:25	30470/30470	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/Flaticon.eot	C:/WebSites/coinTrana/cointrana.com/fonts/Flaticon.eot	(from https://cointrana.com/css/flaticon.css)
06:36:44	30470/30470	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/Flaticond41d.eot?	C:/WebSites/coinTrana/cointrana.com/fonts/Flaticond41dd41d.eot	(from https://cointrana.com/css/flaticon.css)
06:36:58	17464/17464	---M--	200	added ('OK')	font/woff	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/Flaticon.woff	C:/WebSites/coinTrana/cointrana.com/fonts/Flaticon.woff	(from https://cointrana.com/css/flaticon.css)
06:37:00	234269/234269	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/themify.svg	C:/WebSites/coinTrana/cointrana.com/fonts/themify.svg	(from https://cointrana.com/css/themify-icons.css)
06:37:08	30292/30292	---M--	200	added ('OK')	font/ttf	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/Flaticon.ttf	C:/WebSites/coinTrana/cointrana.com/fonts/Flaticon.ttf	(from https://cointrana.com/css/flaticon.css)
06:38:56	146430/146430	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/slider/h1.jpg	C:/WebSites/coinTrana/cointrana.com/img/slider/h1.jpg	(from https://cointrana.com/style.css)
06:39:30	49246/49246	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/background/bg3.jpg	C:/WebSites/coinTrana/cointrana.com/img/background/bg3.jpg	(from https://cointrana.com/style.css)
06:40:21	315/315	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jun%202021%2013:40:20%20GMT	https://cointrana.com/login/style/indexstyle.css	C:/WebSites/coinTrana/cointrana.com/login/style/indexstyle.44.delayed	(from https://cointrana.com/login/)
06:40:29	850/850	---MC-	200	added ('OK')	text/javascript	date:Thu,%2003%20Jun%202021%2013:40:27%20GMT	https://www.google.com/recaptcha/api.js	C:/WebSites/coinTrana/www.google.com/recaptcha/api.js	(from https://cointrana.com/login/)
06:40:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jun%202021%2013:40:28%20GMT	https://cointrana.com/css/materialize.css	C:/WebSites/coinTrana/cointrana.com/css/materialize.46.delayed	(from https://cointrana.com/login/)
06:40:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jun%202021%2013:40:29%20GMT	https://cointrana.com/js/jquery-3.4.1.min.js	C:/WebSites/coinTrana/cointrana.com/js/jquery-3.4.1.min.47.delayed	(from https://cointrana.com/login/)
06:40:52	315/315	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jun%202021%2013:40:51%20GMT	https://cointrana.com/js/materialize.js	C:/WebSites/coinTrana/cointrana.com/js/materialize.48.delayed	(from https://cointrana.com/login/)
06:40:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jun%202021%2013:40:54%20GMT	https://cointrana.com/js/init.js	C:/WebSites/coinTrana/cointrana.com/js/init.49.delayed	(from https://cointrana.com/login/)
06:41:05	2879/2879	---M--	200	added ('OK')	text/css	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/signup/signup.css	C:/WebSites/coinTrana/cointrana.com/signup/signup.css	(from https://cointrana.com/signup/)
06:42:48	5835/5835	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/review/2.jpg	C:/WebSites/coinTrana/cointrana.com/img/review/2.jpg	(from https://cointrana.com/aboutus.php)
06:43:15	6377/6377	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/review/3.jpg	C:/WebSites/coinTrana/cointrana.com/img/review/3.jpg	(from https://cointrana.com/aboutus.php)
06:43:21	5625/5625	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/review/4.jpg	C:/WebSites/coinTrana/cointrana.com/img/review/4.jpg	(from https://cointrana.com/aboutus.php)
06:43:28	72594/72594	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/team/t4.jpg	C:/WebSites/coinTrana/cointrana.com/img/team/t4.jpg	(from https://cointrana.com/)
06:43:45	97362/97362	UR-M--	200	added ('Partial%20Content')	application/javascript	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/js/vendor/jquery-1.12.4.min.js	C:/WebSites/coinTrana/cointrana.com/js/vendor/jquery-1.12.4.min.js	(from https://cointrana.com/)
06:44:01	193857/193857	UR-M--	200	added ('Partial%20Content')	image/png	date:Fri,%2008%20Jan%202021%2015:46:38%20GMT	https://cointrana.com/img/payment.png	C:/WebSites/coinTrana/cointrana.com/img/payment.png	(from https://cointrana.com/)
06:44:11	98024/98024	UR-M--	200	added ('Partial%20Content')	font/woff	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/fontawesome-webfont3295.woff?v=4.5.0	C:/WebSites/coinTrana/cointrana.com/fonts/fontawesome-webfont32953295.woff	(from https://cointrana.com/css/font-awesome.min.css)
06:44:22	78748/78748	UR-M--	200	added ('Partial%20Content')	application/vnd.ms-fontobject	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/themify.eot	C:/WebSites/coinTrana/cointrana.com/fonts/themify.eot	(from https://cointrana.com/css/themify-icons.css)
06:44:41	39472/39472	UR-M--	200	added ('Partial%20Content')	image/gif	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/logo/preloader.gif	C:/WebSites/coinTrana/cointrana.com/img/logo/preloader.gif	(from https://cointrana.com/style.css)
06:44:42	78748/78748	UR-M--	200	added ('Partial%20Content')	application/vnd.ms-fontobject	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/themifyd41d.eot?	C:/WebSites/coinTrana/cointrana.com/fonts/themifyd41dd41d.eot	(from https://cointrana.com/css/themify-icons.css)
06:44:47	209597/209597	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/Flaticon.svg	C:/WebSites/coinTrana/cointrana.com/fonts/Flaticon.svg	(from https://cointrana.com/css/flaticon.css)
06:44:53	160866/160866	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/background/b.jpg	C:/WebSites/coinTrana/cointrana.com/img/background/b.jpg	(from https://cointrana.com/style.css)
06:45:01	122639/122639	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/background/ag1.jpg	C:/WebSites/coinTrana/cointrana.com/img/background/ag1.jpg	(from https://cointrana.com/style.css)
06:45:23	58510/58510	UR-M--	200	added ('Partial%20Content')	image/jpeg	date:Thu,%2007%20Jan%202021%2009:57:26%20GMT	https://cointrana.com/img/feature/f1.jpg	C:/WebSites/coinTrana/cointrana.com/img/feature/f1.jpg	(from https://cointrana.com/aboutus.php)
06:46:49	0/-1	---M--	408	error ('')			https://cointrana.com/fonts/fontawesome-webfont3295.ttf?v=4.5.0	C:/WebSites/coinTrana/cointrana.com/fonts/fontawesome-webfont32953295.html	(from https://cointrana.com/css/font-awesome.min.css)
06:46:49	0/-1	---M--	408	error ('')			https://cointrana.com/fonts/fontawesome-webfont3295.svg?v=4.5.0	C:/WebSites/coinTrana/cointrana.com/fonts/fontawesome-webfont32953295-2.html	(from https://cointrana.com/css/font-awesome.min.css)
06:47:05	165742/165742	UR-M--	200	added ('Partial%20Content')	application/vnd.ms-fontobject	date:Thu,%2007%20Jan%202021%2009:57:24%20GMT	https://cointrana.com/fonts/fontawesome-webfontd41d.eot?	C:/WebSites/coinTrana/cointrana.com/fonts/fontawesome-webfontd41dd41d.eot	(from https://cointrana.com/css/font-awesome.min.css)
06:47:49	419353/419353	UR-M--	200	added ('Partial%20Content')	image/png	date:Sat,%2009%20Jan%202021%2005:41:48%20GMT	https://cointrana.com/img/cointranacert.png	C:/WebSites/coinTrana/cointrana.com/img/cointranacert.png	(from https://cointrana.com/aboutus.php)
06:48:21	0/-1	---M--	408	error ('')			https://cointrana.com/fonts/fontawesome-webfont3295.ttf?v=4.5.0	C:/WebSites/coinTrana/cointrana.com/fonts/fontawesome-webfont32953295.html	(from https://cointrana.com/css/font-awesome.min.css)
06:48:21	0/-1	---M--	408	error ('')			https://cointrana.com/fonts/fontawesome-webfont3295.svg?v=4.5.0	C:/WebSites/coinTrana/cointrana.com/fonts/fontawesome-webfont32953295-2.html	(from https://cointrana.com/css/font-awesome.min.css)
